,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,성별,출생년도,혼인상테,종교,월급,직종,지역,나이,연령별,연령대
4258,4258,4258,4258,4258,여성,2013.0,0.0,2.0,,,2.0,9.0,청년,NaN
4259,4259,4259,4259,4259,남성,2015.0,0.0,2.0,,,2.0,7.0,청년,NaN
4260,4260,4260,4260,4260,여성,1991.0,5.0,2.0,366.0,252.0,6.0,31.0,중년,30대
4261,4261,4261,4261,4261,여성,1943.0,2.0,2.0,,,5.0,79.0,노년,70대
4262,4262,4262,4262,4262,남성,1971.0,1.0,2.0,300.0,111.0,5.0,51.0,중년,50대
4263,4263,4263,4263,4263,여성,1972.0,1.0,2.0,165.0,313.0,5.0,50.0,중년,50대
4264,4264,4264,4264,4264,남성,1998.0,5.0,2.0,,,5.0,24.0,청년,20대
4265,4265,4265,4265,4265,남성,1953.0,1.0,1.0,,,5.0,69.0,노년,60대
4266,4266,4266,4266,4266,여성,1958.0,1.0,1.0,,,5.0,64.0,노년,60대
4267,4267,4267,4267,4267,여성,1982.0,1.0,2.0,300.0,259.0,5.0,40.0,중년,40대
4268,4268,4268,4268,4268,남성,1981.0,1.0,2.0,417.0,320.0,5.0,41.0,중년,40대
4269,4269,4269,4269,4269,여성,2018.0,0.0,2.0,,,5.0,4.0,청년,NaN
4270,4270,4270,4270,4270,여성,1984.0,1.0,1.0,305.0,252.0,5.0,38.0,중년,30대
4271,4271,4271,4271,4271,남성,1983.0,1.0,1.0,,261.0,5.0,39.0,중년,30대
4272,4272,4272,4272,4272,여성,2020.0,0.0,1.0,,,5.0,2.0,청년,NaN
4273,4273,4273,4273,4273,남성,1980.0,1.0,2.0,353.0,510.0,5.0,42.0,중년,40대
4274,4274,4274,4274,4274,여성,1977.0,1.0,2.0,197.0,930.0,5.0,45.0,중년,40대
4275,4275,4275,4275,4275,여성,2011.0,0.0,2.0,,,5.0,11.0,청년,NaN
4276,4276,4276,4276,4276,여성,2014.0,0.0,2.0,,,5.0,8.0,청년,NaN
4277,4277,4277,4277,4277,여성,1949.0,2.0,1.0,38.0,951.0,5.0,73.0,노년,70대
4278,4278,4278,4278,4278,남성,1937.0,1.0,2.0,,,5.0,85.0,노년,80대
4279,4279,4279,4279,4279,여성,1942.0,1.0,2.0,,,5.0,80.0,노년,80대
4280,4280,4280,4280,4280,남성,1960.0,1.0,1.0,100.0,873.0,5.0,62.0,노년,60대
4281,4281,4281,4281,4281,여성,1958.0,1.0,1.0,200.0,951.0,5.0,64.0,노년,60대
4282,4282,4282,4282,4282,여성,1982.0,1.0,1.0,,,5.0,40.0,중년,40대
4283,4283,4283,4283,4283,남성,1978.0,1.0,1.0,615.0,245.0,5.0,44.0,중년,40대
4284,4284,4284,4284,4284,남성,2011.0,0.0,1.0,,,5.0,11.0,청년,NaN
4285,4285,4285,4285,4285,여성,2014.0,0.0,1.0,,,5.0,8.0,청년,NaN
4286,4286,4286,4286,4286,여성,2020.0,0.0,1.0,,,5.0,2.0,청년,NaN
4287,4287,4287,4287,4287,남성,1968.0,1.0,1.0,,442.0,5.0,54.0,중년,50대
4288,4288,4288,4288,4288,여성,1973.0,1.0,1.0,418.0,320.0,5.0,49.0,중년,40대
4289,4289,4289,4289,4289,여성,2003.0,5.0,1.0,,,5.0,19.0,청년,NaN
4290,4290,4290,4290,4290,여성,1932.0,2.0,1.0,,,5.0,90.0,노년,NaN
4291,4291,4291,4291,4291,여성,2006.0,0.0,1.0,,,5.0,16.0,청년,NaN
4292,4292,4292,4292,4292,남성,2010.0,0.0,1.0,,,5.0,12.0,청년,NaN
4293,4293,4293,4293,4293,여성,1961.0,3.0,1.0,111.0,421.0,5.0,61.0,노년,60대
4294,4294,4294,4294,4294,여성,2004.0,0.0,2.0,,,5.0,18.0,청년,NaN
4295,4295,4295,4295,4295,여성,1985.0,1.0,2.0,250.0,272.0,5.0,37.0,중년,30대
4296,4296,4296,4296,4296,남성,1983.0,1.0,2.0,271.0,899.0,5.0,39.0,중년,30대
4297,4297,4297,4297,4297,여성,2012.0,0.0,2.0,,,5.0,10.0,청년,NaN
4298,4298,4298,4298,4298,여성,2018.0,0.0,2.0,,,5.0,4.0,청년,NaN
4299,4299,4299,4299,4299,남성,1966.0,1.0,1.0,678.0,311.0,5.0,56.0,중년,50대
4300,4300,4300,4300,4300,여성,1969.0,1.0,1.0,210.0,243.0,5.0,53.0,중년,50대
4301,4301,4301,4301,4301,남성,1996.0,5.0,1.0,230.0,312.0,5.0,26.0,청년,20대
4302,4302,4302,4302,4302,남성,1960.0,3.0,2.0,,,5.0,62.0,노년,60대
4303,4303,4303,4303,4303,남성,1992.0,5.0,2.0,,,5.0,30.0,중년,30대
4304,4304,4304,4304,4304,여성,1939.0,2.0,2.0,,,5.0,83.0,노년,80대
4305,4305,4305,4305,4305,남성,1973.0,1.0,2.0,353.0,761.0,5.0,49.0,중년,40대
4306,4306,4306,4306,4306,여성,1973.0,1.0,1.0,,,5.0,49.0,중년,40대
4307,4307,4307,4307,4307,여성,2003.0,5.0,2.0,,,5.0,19.0,청년,NaN
4308,4308,4308,4308,4308,남성,2008.0,0.0,1.0,,,5.0,14.0,청년,NaN
4309,4309,4309,4309,4309,남성,1939.0,3.0,1.0,30.0,941.0,5.0,83.0,노년,80대
4310,4310,4310,4310,4310,남성,1939.0,1.0,2.0,,,5.0,83.0,노년,80대
4311,4311,4311,4311,4311,여성,1944.0,1.0,2.0,27.0,941.0,5.0,78.0,노년,70대
4312,4312,4312,4312,4312,남성,1970.0,2.0,2.0,,854.0,5.0,52.0,중년,50대
4313,4313,4313,4313,4313,여성,2001.0,5.0,2.0,,,5.0,21.0,청년,20대
4314,4314,4314,4314,4314,남성,1955.0,1.0,2.0,,,5.0,67.0,노년,60대
4315,4315,4315,4315,4315,여성,1945.0,1.0,2.0,,,5.0,77.0,노년,70대
4316,4316,4316,4316,4316,남성,1947.0,1.0,1.0,,,5.0,75.0,노년,70대
4317,4317,4317,4317,4317,여성,1952.0,1.0,1.0,,,5.0,70.0,노년,70대
4318,4318,4318,4318,4318,남성,1961.0,3.0,2.0,288.0,843.0,5.0,61.0,노년,60대
4319,4319,4319,4319,4319,여성,1989.0,5.0,2.0,230.0,313.0,5.0,33.0,중년,30대
4320,4320,4320,4320,4320,남성,1962.0,1.0,2.0,,751.0,5.0,60.0,노년,60대
4321,4321,4321,4321,4321,여성,1962.0,1.0,1.0,225.0,441.0,5.0,60.0,노년,60대
4322,4322,4322,4322,4322,여성,1995.0,5.0,2.0,182.0,259.0,5.0,27.0,청년,20대
4323,4323,4323,4323,4323,남성,1983.0,1.0,2.0,358.0,311.0,5.0,39.0,중년,30대
4324,4324,4324,4324,4324,여성,1985.0,1.0,2.0,489.0,252.0,5.0,37.0,중년,30대
4325,4325,4325,4325,4325,여성,2014.0,0.0,2.0,,,5.0,8.0,청년,NaN
4326,4326,4326,4326,4326,남성,2016.0,0.0,2.0,,,5.0,6.0,청년,NaN
4327,4327,4327,4327,4327,남성,1952.0,1.0,2.0,,611.0,5.0,70.0,노년,70대
4328,4328,4328,4328,4328,여성,1953.0,1.0,2.0,,611.0,5.0,69.0,노년,60대
4329,4329,4329,4329,4329,남성,1977.0,1.0,1.0,,510.0,5.0,45.0,중년,40대
4330,4330,4330,4330,4330,여성,1976.0,1.0,1.0,,,5.0,46.0,중년,40대
4331,4331,4331,4331,4331,남성,2004.0,0.0,1.0,,,5.0,18.0,청년,NaN
4332,4332,4332,4332,4332,남성,2008.0,0.0,1.0,,,5.0,14.0,청년,NaN
4333,4333,4333,4333,4333,남성,2010.0,0.0,1.0,,,5.0,12.0,청년,NaN
4334,4334,4334,4334,4334,여성,1942.0,2.0,1.0,,,5.0,80.0,노년,80대
4335,4335,4335,4335,4335,남성,1948.0,4.0,2.0,,,1.0,74.0,노년,70대
4336,4336,4336,4336,4336,남성,1982.0,1.0,2.0,542.0,320.0,1.0,40.0,중년,40대
4337,4337,4337,4337,4337,여성,1991.0,1.0,2.0,195.0,320.0,1.0,31.0,중년,30대
4338,4338,4338,4338,4338,남성,2019.0,0.0,2.0,,,1.0,3.0,청년,NaN
4339,4339,4339,4339,4339,여성,1958.0,2.0,2.0,,,5.0,64.0,노년,60대
4340,4340,4340,4340,4340,남성,1985.0,5.0,2.0,,,5.0,37.0,중년,30대
4341,4341,4341,4341,4341,남성,1969.0,1.0,2.0,200.0,112.0,5.0,53.0,중년,50대
4342,4342,4342,4342,4342,여성,1968.0,1.0,2.0,,942.0,5.0,54.0,중년,50대
4343,4343,4343,4343,4343,여성,1995.0,5.0,2.0,,,5.0,27.0,청년,20대
4344,4344,4344,4344,4344,남성,1997.0,5.0,2.0,170.0,131.0,5.0,25.0,청년,20대
4345,4345,4345,4345,4345,남성,1965.0,1.0,2.0,,151.0,5.0,57.0,중년,50대
4346,4346,4346,4346,4346,여성,1968.0,1.0,1.0,140.0,510.0,5.0,54.0,중년,50대
4347,4347,4347,4347,4347,여성,1992.0,5.0,2.0,442.0,259.0,5.0,30.0,중년,30대
4348,4348,4348,4348,4348,남성,2000.0,5.0,2.0,,,5.0,22.0,청년,20대
4349,4349,4349,4349,4349,여성,1969.0,4.0,2.0,198.0,441.0,5.0,53.0,중년,50대
4350,4350,4350,4350,4350,남성,1971.0,1.0,1.0,1208.0,132.0,5.0,51.0,중년,50대
4351,4351,4351,4351,4351,여성,1973.0,1.0,1.0,300.0,532.0,5.0,49.0,중년,40대
4352,4352,4352,4352,4352,남성,1997.0,5.0,2.0,,,5.0,25.0,청년,20대
4353,4353,4353,4353,4353,여성,2001.0,5.0,2.0,,,5.0,21.0,청년,20대
4354,4354,4354,4354,4354,남성,1965.0,1.0,2.0,252.0,930.0,5.0,57.0,중년,50대
4355,4355,4355,4355,4355,여성,1967.0,1.0,2.0,,,5.0,55.0,중년,50대
4356,4356,4356,4356,4356,남성,1996.0,5.0,2.0,,910.0,5.0,26.0,청년,20대
4357,4357,4357,4357,4357,남성,1974.0,1.0,2.0,649.0,411.0,3.0,48.0,중년,40대
4358,4358,4358,4358,4358,여성,1977.0,1.0,2.0,,,3.0,45.0,중년,40대
4359,4359,4359,4359,4359,여성,2007.0,0.0,2.0,,,3.0,15.0,청년,NaN
4360,4360,4360,4360,4360,남성,2015.0,0.0,2.0,,,3.0,7.0,청년,NaN
4361,4361,4361,4361,4361,여성,2015.0,0.0,2.0,,,3.0,7.0,청년,NaN
4362,4362,4362,4362,4362,남성,1947.0,1.0,1.0,,953.0,3.0,75.0,노년,70대
4363,4363,4363,4363,4363,여성,1954.0,1.0,1.0,,953.0,3.0,68.0,노년,60대
4364,4364,4364,4364,4364,여성,1975.0,5.0,1.0,,953.0,3.0,47.0,중년,40대
4365,4365,4365,4365,4365,남성,1965.0,1.0,2.0,760.0,141.0,3.0,57.0,중년,50대
4366,4366,4366,4366,4366,여성,1967.0,1.0,2.0,,,3.0,55.0,중년,50대
4367,4367,4367,4367,4367,남성,2013.0,0.0,2.0,,,3.0,9.0,청년,NaN
4368,4368,4368,4368,4368,여성,1992.0,1.0,2.0,0.0,431.0,3.0,30.0,중년,30대
4369,4369,4369,4369,4369,남성,1992.0,1.0,2.0,598.0,854.0,3.0,30.0,중년,30대
4370,4370,4370,4370,4370,남성,1994.0,5.0,2.0,285.0,273.0,1.0,28.0,청년,20대
4371,4371,4371,4371,4371,여성,1942.0,2.0,1.0,,,3.0,80.0,노년,80대
4372,4372,4372,4372,4372,남성,1969.0,1.0,1.0,,783.0,3.0,53.0,중년,50대
4373,4373,4373,4373,4373,여성,1973.0,1.0,1.0,,,3.0,49.0,중년,40대
4374,4374,4374,4374,4374,남성,1999.0,5.0,1.0,35.0,952.0,3.0,23.0,청년,20대
4375,4375,4375,4375,4375,여성,2007.0,0.0,1.0,,,3.0,15.0,청년,NaN
4376,4376,4376,4376,4376,남성,1951.0,2.0,2.0,,,3.0,71.0,노년,70대
4377,4377,4377,4377,4377,남성,1989.0,5.0,2.0,558.0,314.0,3.0,33.0,중년,30대
4378,4378,4378,4378,4378,남성,1983.0,5.0,2.0,397.0,922.0,3.0,39.0,중년,30대
4379,4379,4379,4379,4379,남성,1955.0,1.0,2.0,,521.0,3.0,67.0,노년,60대
4380,4380,4380,4380,4380,여성,1954.0,1.0,2.0,,521.0,3.0,68.0,노년,60대
4381,4381,4381,4381,4381,여성,1981.0,5.0,2.0,,274.0,3.0,41.0,중년,40대
4382,4382,4382,4382,4382,남성,1979.0,1.0,1.0,410.0,854.0,3.0,43.0,중년,40대
4383,4383,4383,4383,4383,여성,1979.0,1.0,1.0,255.0,243.0,3.0,43.0,중년,40대
4384,4384,4384,4384,4384,남성,2007.0,0.0,1.0,,,3.0,15.0,청년,NaN
4385,4385,4385,4385,4385,남성,2011.0,0.0,1.0,,,3.0,11.0,청년,NaN
4386,4386,4386,4386,4386,남성,2014.0,0.0,1.0,,,3.0,8.0,청년,NaN
4387,4387,4387,4387,4387,남성,1976.0,1.0,2.0,1288.0,232.0,3.0,46.0,중년,40대
4388,4388,4388,4388,4388,여성,1980.0,1.0,2.0,,,3.0,42.0,중년,40대
4389,4389,4389,4389,4389,여성,1962.0,2.0,1.0,,,3.0,60.0,노년,60대
4390,4390,4390,4390,4390,여성,2000.0,5.0,2.0,55.0,314.0,3.0,22.0,청년,20대
4391,4391,4391,4391,4391,여성,1992.0,1.0,2.0,424.0,312.0,3.0,30.0,중년,30대
4392,4392,4392,4392,4392,남성,1991.0,1.0,2.0,411.0,312.0,3.0,31.0,중년,30대
4393,4393,4393,4393,4393,여성,1958.0,2.0,2.0,215.0,941.0,3.0,64.0,노년,60대
4394,4394,4394,4394,4394,남성,1974.0,1.0,2.0,,743.0,3.0,48.0,중년,40대
4395,4395,4395,4395,4395,여성,1979.0,1.0,2.0,,313.0,3.0,43.0,중년,40대
4396,4396,4396,4396,4396,남성,2008.0,0.0,2.0,,,3.0,14.0,청년,NaN
4397,4397,4397,4397,4397,여성,1959.0,3.0,1.0,70.0,421.0,3.0,63.0,노년,60대
4398,4398,4398,4398,4398,여성,1985.0,5.0,1.0,280.0,259.0,3.0,37.0,중년,30대
4399,4399,4399,4399,4399,남성,1960.0,1.0,2.0,,,3.0,62.0,노년,60대
4400,4400,4400,4400,4400,여성,1965.0,1.0,2.0,101.0,873.0,3.0,57.0,중년,50대
4401,4401,4401,4401,4401,남성,1988.0,5.0,2.0,261.0,799.0,3.0,34.0,중년,30대
4402,4402,4402,4402,4402,남성,1949.0,1.0,1.0,,611.0,3.0,73.0,노년,70대
4403,4403,4403,4403,4403,여성,1954.0,1.0,1.0,,611.0,3.0,68.0,노년,60대
4404,4404,4404,4404,4404,남성,1987.0,5.0,2.0,250.0,999.0,3.0,35.0,중년,30대
4405,4405,4405,4405,4405,남성,1959.0,1.0,1.0,,874.0,3.0,63.0,노년,60대
4406,4406,4406,4406,4406,여성,1966.0,1.0,1.0,,,3.0,56.0,중년,50대
4407,4407,4407,4407,4407,여성,1988.0,5.0,1.0,250.0,314.0,3.0,34.0,중년,30대
4408,4408,4408,4408,4408,남성,1960.0,1.0,2.0,,873.0,3.0,62.0,노년,60대
4409,4409,4409,4409,4409,여성,1964.0,1.0,2.0,265.0,441.0,3.0,58.0,중년,50대
4410,4410,4410,4410,4410,남성,1992.0,5.0,2.0,522.0,799.0,3.0,30.0,중년,30대
4411,4411,4411,4411,4411,여성,1936.0,2.0,2.0,,,3.0,86.0,노년,80대
4412,4412,4412,4412,4412,남성,1937.0,1.0,1.0,,,4.0,85.0,노년,80대
4413,4413,4413,4413,4413,여성,1943.0,1.0,1.0,,,4.0,79.0,노년,70대
4414,4414,4414,4414,4414,여성,1958.0,2.0,1.0,175.0,510.0,3.0,64.0,노년,60대
4415,4415,4415,4415,4415,남성,1987.0,5.0,1.0,303.0,235.0,3.0,35.0,중년,30대
4416,4416,4416,4416,4416,남성,1985.0,5.0,1.0,386.0,233.0,3.0,37.0,중년,30대
4417,4417,4417,4417,4417,남성,1945.0,1.0,1.0,,,3.0,77.0,노년,70대
4418,4418,4418,4418,4418,여성,1950.0,1.0,1.0,,,3.0,72.0,노년,70대
4419,4419,4419,4419,4419,남성,1978.0,1.0,2.0,911.0,312.0,3.0,44.0,중년,40대
4420,4420,4420,4420,4420,여성,1978.0,1.0,2.0,192.0,247.0,3.0,44.0,중년,40대
4421,4421,4421,4421,4421,남성,2008.0,0.0,2.0,,,3.0,14.0,청년,NaN
4422,4422,4422,4422,4422,남성,2010.0,0.0,2.0,,,3.0,12.0,청년,NaN
4423,4423,4423,4423,4423,여성,2012.0,0.0,2.0,,,3.0,10.0,청년,NaN
4424,4424,4424,4424,4424,여성,1982.0,1.0,1.0,,864.0,3.0,40.0,중년,40대
4425,4425,4425,4425,4425,남성,2005.0,0.0,1.0,,,3.0,17.0,청년,NaN
4426,4426,4426,4426,4426,여성,1950.0,3.0,2.0,,429.0,3.0,72.0,노년,70대
4427,4427,4427,4427,4427,남성,1949.0,3.0,1.0,,,3.0,73.0,노년,70대
4428,4428,4428,4428,4428,남성,1974.0,5.0,1.0,,,3.0,48.0,중년,40대
4429,4429,4429,4429,4429,남성,1963.0,1.0,2.0,,,3.0,59.0,중년,50대
4430,4430,4430,4430,4430,여성,1941.0,2.0,1.0,,,3.0,81.0,노년,80대
4431,4431,4431,4431,4431,여성,1975.0,1.0,2.0,132.0,930.0,3.0,47.0,중년,40대
4432,4432,4432,4432,4432,여성,1971.0,5.0,2.0,,432.0,3.0,51.0,중년,50대
4433,4433,4433,4433,4433,여성,1967.0,2.0,1.0,,,3.0,55.0,중년,50대
4434,4434,4434,4434,4434,여성,1994.0,5.0,1.0,,,3.0,28.0,청년,20대
4435,4435,4435,4435,4435,여성,1937.0,2.0,1.0,,,3.0,85.0,노년,80대
4436,4436,4436,4436,4436,여성,1957.0,3.0,1.0,114.0,952.0,3.0,65.0,노년,60대
4437,4437,4437,4437,4437,여성,1983.0,1.0,1.0,,422.0,3.0,39.0,중년,30대
4438,4438,4438,4438,4438,남성,1983.0,1.0,1.0,443.0,312.0,3.0,39.0,중년,30대
4439,4439,4439,4439,4439,여성,2012.0,0.0,1.0,,,3.0,10.0,청년,NaN
4440,4440,4440,4440,4440,남성,1985.0,5.0,1.0,447.0,252.0,4.0,37.0,중년,30대
4441,4441,4441,4441,4441,남성,1953.0,6.0,2.0,,,3.0,69.0,노년,60대
4442,4442,4442,4442,4442,여성,1959.0,2.0,2.0,,,3.0,63.0,노년,60대
4443,4443,4443,4443,4443,남성,1986.0,5.0,2.0,117.0,999.0,3.0,36.0,중년,30대
4444,4444,4444,4444,4444,남성,1986.0,5.0,2.0,,,3.0,36.0,중년,30대
4445,4445,4445,4445,4445,여성,1984.0,5.0,1.0,200.0,312.0,1.0,38.0,중년,30대
4446,4446,4446,4446,4446,여성,1937.0,2.0,1.0,,,3.0,85.0,노년,80대
4447,4447,4447,4447,4447,여성,1965.0,3.0,1.0,,421.0,3.0,57.0,중년,50대
4448,4448,4448,4448,4448,여성,1946.0,2.0,2.0,,,3.0,76.0,노년,70대
4449,4449,4449,4449,4449,남성,1934.0,2.0,2.0,,,3.0,88.0,노년,80대
4450,4450,4450,4450,4450,남성,1955.0,3.0,2.0,,,3.0,67.0,노년,60대
4451,4451,4451,4451,4451,남성,1944.0,1.0,1.0,54.0,421.0,3.0,78.0,노년,70대
4452,4452,4452,4452,4452,여성,1945.0,1.0,1.0,,,3.0,77.0,노년,70대
4453,4453,4453,4453,4453,남성,1989.0,5.0,1.0,,,3.0,33.0,중년,30대
4454,4454,4454,4454,4454,여성,1972.0,1.0,1.0,,248.0,3.0,50.0,중년,50대
4455,4455,4455,4455,4455,남성,1970.0,1.0,1.0,583.0,510.0,3.0,52.0,중년,50대
4456,4456,4456,4456,4456,여성,1936.0,3.0,1.0,,,3.0,86.0,노년,80대
4457,4457,4457,4457,4457,여성,1957.0,5.0,2.0,,,3.0,65.0,노년,60대
4458,4458,4458,4458,4458,남성,1949.0,1.0,2.0,,611.0,4.0,73.0,노년,70대
4459,4459,4459,4459,4459,여성,1960.0,1.0,2.0,,611.0,4.0,62.0,노년,60대
4460,4460,4460,4460,4460,남성,1951.0,1.0,2.0,230.0,941.0,3.0,71.0,노년,70대
4461,4461,4461,4461,4461,여성,1954.0,1.0,2.0,,,3.0,68.0,노년,60대
4462,4462,4462,4462,4462,여성,1939.0,2.0,1.0,,,3.0,83.0,노년,80대
4463,4463,4463,4463,4463,남성,1961.0,5.0,1.0,,,3.0,61.0,노년,60대
4464,4464,4464,4464,4464,여성,1935.0,2.0,2.0,,,3.0,87.0,노년,80대
4465,4465,4465,4465,4465,여성,1934.0,2.0,1.0,,,3.0,88.0,노년,80대
4466,4466,4466,4466,4466,여성,1950.0,3.0,2.0,198.0,429.0,3.0,72.0,노년,70대
4467,4467,4467,4467,4467,남성,1937.0,2.0,2.0,,,3.0,85.0,노년,80대
4468,4468,4468,4468,4468,남성,1952.0,1.0,2.0,,,3.0,70.0,노년,70대
4469,4469,4469,4469,4469,여성,1955.0,1.0,2.0,,,3.0,67.0,노년,60대
4470,4470,4470,4470,4470,남성,1972.0,1.0,2.0,367.0,842.0,3.0,50.0,중년,50대
4471,4471,4471,4471,4471,여성,1974.0,1.0,2.0,153.0,952.0,3.0,48.0,중년,40대
4472,4472,4472,4472,4472,남성,2001.0,5.0,2.0,,,3.0,21.0,청년,20대
4473,4473,4473,4473,4473,남성,1959.0,1.0,2.0,352.0,873.0,3.0,63.0,노년,60대
4474,4474,4474,4474,4474,여성,1962.0,1.0,2.0,,,3.0,60.0,노년,60대
4475,4475,4475,4475,4475,남성,1994.0,5.0,2.0,,,3.0,28.0,청년,20대
4476,4476,4476,4476,4476,남성,1963.0,1.0,2.0,,,3.0,59.0,중년,50대
4477,4477,4477,4477,4477,여성,1962.0,1.0,2.0,529.0,312.0,3.0,60.0,노년,60대
4478,4478,4478,4478,4478,남성,1991.0,5.0,2.0,,,3.0,31.0,중년,30대
4479,4479,4479,4479,4479,여성,1995.0,5.0,2.0,375.0,243.0,2.0,27.0,청년,20대
4480,4480,4480,4480,4480,남성,1961.0,1.0,2.0,1000.0,874.0,3.0,61.0,노년,60대
4481,4481,4481,4481,4481,여성,1965.0,1.0,2.0,,,3.0,57.0,중년,50대
4482,4482,4482,4482,4482,남성,1992.0,5.0,2.0,,,3.0,30.0,중년,30대
4483,4483,4483,4483,4483,남성,1959.0,1.0,2.0,273.0,854.0,3.0,63.0,노년,60대
4484,4484,4484,4484,4484,여성,1965.0,1.0,2.0,,,3.0,57.0,중년,50대
4485,4485,4485,4485,4485,여성,1989.0,5.0,2.0,,,1.0,33.0,중년,30대
4486,4486,4486,4486,4486,여성,1991.0,5.0,2.0,198.0,311.0,1.0,31.0,중년,30대
4487,4487,4487,4487,4487,남성,1953.0,1.0,1.0,200.0,743.0,4.0,69.0,노년,60대
4488,4488,4488,4488,4488,여성,1958.0,1.0,1.0,,,4.0,64.0,노년,60대
4489,4489,4489,4489,4489,남성,1982.0,5.0,2.0,289.0,753.0,3.0,40.0,중년,40대
4490,4490,4490,4490,4490,남성,1955.0,1.0,2.0,,,3.0,67.0,노년,60대
4491,4491,4491,4491,4491,여성,1957.0,1.0,2.0,,,3.0,65.0,노년,60대
4492,4492,4492,4492,4492,여성,1982.0,1.0,2.0,417.0,243.0,3.0,40.0,중년,40대
4493,4493,4493,4493,4493,남성,1982.0,1.0,2.0,425.0,313.0,3.0,40.0,중년,40대
4494,4494,4494,4494,4494,여성,2011.0,0.0,2.0,,,3.0,11.0,청년,NaN
4495,4495,4495,4495,4495,남성,2014.0,0.0,2.0,,,3.0,8.0,청년,NaN
4496,4496,4496,4496,4496,남성,2016.0,0.0,2.0,,,3.0,6.0,청년,NaN
4497,4497,4497,4497,4497,여성,1954.0,2.0,1.0,,,3.0,68.0,노년,60대
4498,4498,4498,4498,4498,여성,1949.0,2.0,2.0,70.0,421.0,4.0,73.0,노년,70대
4499,4499,4499,4499,4499,남성,1948.0,1.0,2.0,,,3.0,74.0,노년,70대
4500,4500,4500,4500,4500,여성,1950.0,1.0,1.0,,,3.0,72.0,노년,70대
4501,4501,4501,4501,4501,남성,1976.0,1.0,2.0,600.0,311.0,3.0,46.0,중년,40대
4502,4502,4502,4502,4502,여성,1978.0,1.0,2.0,222.0,247.0,3.0,44.0,중년,40대
4503,4503,4503,4503,4503,여성,2012.0,0.0,2.0,,,3.0,10.0,청년,NaN
4504,4504,4504,4504,4504,여성,2013.0,0.0,2.0,,,3.0,9.0,청년,NaN
4505,4505,4505,4505,4505,여성,2018.0,0.0,2.0,,,3.0,4.0,청년,NaN
4506,4506,4506,4506,4506,여성,1982.0,1.0,1.0,483.0,132.0,3.0,40.0,중년,40대
4507,4507,4507,4507,4507,남성,1980.0,1.0,1.0,375.0,132.0,3.0,42.0,중년,40대
4508,4508,4508,4508,4508,여성,2008.0,0.0,1.0,,,3.0,14.0,청년,NaN
4509,4509,4509,4509,4509,남성,2015.0,0.0,1.0,,,3.0,7.0,청년,NaN
4510,4510,4510,4510,4510,남성,1940.0,1.0,2.0,27.0,999.0,3.0,82.0,노년,80대
4511,4511,4511,4511,4511,여성,1944.0,1.0,2.0,27.0,999.0,3.0,78.0,노년,70대
4512,4512,4512,4512,4512,남성,1969.0,1.0,2.0,272.0,159.0,3.0,53.0,중년,50대
4513,4513,4513,4513,4513,여성,1972.0,1.0,2.0,,521.0,3.0,50.0,중년,50대
4514,4514,4514,4514,4514,여성,2000.0,5.0,2.0,80.0,521.0,3.0,22.0,청년,20대
4515,4515,4515,4515,4515,남성,2009.0,0.0,2.0,,,3.0,13.0,청년,NaN
4516,4516,4516,4516,4516,남성,1957.0,3.0,2.0,,,3.0,65.0,노년,60대
4517,4517,4517,4517,4517,남성,1985.0,5.0,2.0,230.0,751.0,3.0,37.0,중년,30대
4518,4518,4518,4518,4518,남성,1976.0,1.0,2.0,608.0,411.0,3.0,46.0,중년,40대
4519,4519,4519,4519,4519,여성,1976.0,1.0,1.0,218.0,259.0,3.0,46.0,중년,40대
4520,4520,4520,4520,4520,여성,2004.0,0.0,2.0,,,3.0,18.0,청년,NaN
4521,4521,4521,4521,4521,남성,2012.0,0.0,2.0,,,3.0,10.0,청년,NaN
4522,4522,4522,4522,4522,남성,1972.0,1.0,2.0,593.0,743.0,3.0,50.0,중년,50대
4523,4523,4523,4523,4523,여성,1972.0,1.0,2.0,120.0,951.0,3.0,50.0,중년,50대
4524,4524,4524,4524,4524,남성,1999.0,5.0,2.0,,,3.0,23.0,청년,20대
4525,4525,4525,4525,4525,여성,1949.0,2.0,1.0,,,3.0,73.0,노년,70대
4526,4526,4526,4526,4526,남성,1975.0,1.0,2.0,778.0,231.0,3.0,47.0,중년,40대
4527,4527,4527,4527,4527,여성,1978.0,1.0,2.0,199.0,952.0,3.0,44.0,중년,40대
4528,4528,4528,4528,4528,남성,2006.0,0.0,2.0,,,3.0,16.0,청년,NaN
4529,4529,4529,4529,4529,여성,2007.0,0.0,2.0,,,3.0,15.0,청년,NaN
4530,4530,4530,4530,4530,여성,1966.0,4.0,2.0,,,3.0,56.0,중년,50대
4531,4531,4531,4531,4531,여성,1987.0,1.0,2.0,,,3.0,35.0,중년,30대
4532,4532,4532,4532,4532,남성,1989.0,1.0,2.0,655.0,312.0,3.0,33.0,중년,30대
4533,4533,4533,4533,4533,여성,2015.0,0.0,2.0,,,3.0,7.0,청년,NaN
4534,4534,4534,4534,4534,여성,2019.0,0.0,2.0,,,3.0,3.0,청년,NaN
4535,4535,4535,4535,4535,남성,1973.0,1.0,2.0,610.0,312.0,3.0,49.0,중년,40대
4536,4536,4536,4536,4536,여성,1974.0,1.0,2.0,,,3.0,48.0,중년,40대
