,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,성별,출생년도,혼인상테,종교,월급,직종,지역,나이,연령별,연령대
0,0,0,0,0,여성,1945.0,2.0,1.0,,,1.0,77.0,노년,70대
1,1,1,1,1,남성,1948.0,2.0,2.0,172.0,942.0,1.0,74.0,노년,70대
2,2,2,2,2,남성,1942.0,3.0,1.0,100.0,762.0,1.0,80.0,노년,80대
3,3,3,3,3,남성,1962.0,1.0,1.0,268.0,855.0,1.0,60.0,노년,60대
4,4,4,4,4,여성,1963.0,1.0,1.0,140.0,399.0,1.0,59.0,중년,50대
5,5,5,5,5,여성,2003.0,5.0,1.0,,,1.0,19.0,청년,NaN
6,6,6,6,6,남성,1927.0,1.0,1.0,,,1.0,95.0,노년,NaN
7,7,7,7,7,여성,1934.0,1.0,1.0,,,1.0,88.0,노년,80대
8,8,8,8,8,여성,1940.0,2.0,1.0,27.0,941.0,2.0,82.0,노년,80대
9,9,9,9,9,여성,1970.0,3.0,1.0,,151.0,1.0,52.0,중년,50대
10,10,10,10,10,여성,1992.0,5.0,2.0,,,1.0,30.0,중년,30대
11,11,11,11,11,남성,1940.0,1.0,2.0,,,1.0,82.0,노년,80대
12,12,12,12,12,여성,1941.0,1.0,2.0,,,1.0,81.0,노년,80대
13,13,13,13,13,남성,1962.0,5.0,1.0,,,1.0,60.0,노년,60대
14,14,14,14,14,남성,1978.0,1.0,2.0,267.0,399.0,1.0,44.0,중년,40대
15,15,15,15,15,여성,1975.0,1.0,2.0,217.0,254.0,1.0,47.0,중년,40대
16,16,16,16,16,여성,2004.0,0.0,2.0,,,1.0,18.0,청년,NaN
17,17,17,17,17,여성,2008.0,0.0,2.0,,,1.0,14.0,청년,NaN
18,18,18,18,18,남성,1941.0,1.0,1.0,,,1.0,81.0,노년,80대
19,19,19,19,19,여성,1942.0,1.0,1.0,100.0,510.0,1.0,80.0,노년,80대
20,20,20,20,20,남성,1964.0,5.0,2.0,,,1.0,58.0,중년,50대
21,21,21,21,21,남성,1975.0,5.0,1.0,,521.0,1.0,47.0,중년,40대
22,22,22,22,22,여성,1961.0,1.0,1.0,117.0,952.0,1.0,61.0,노년,60대
23,23,23,23,23,남성,1961.0,1.0,2.0,383.0,783.0,1.0,61.0,노년,60대
24,24,24,24,24,여성,1986.0,5.0,2.0,283.0,399.0,1.0,36.0,중년,30대
25,25,25,25,25,여성,1962.0,1.0,1.0,150.0,941.0,1.0,60.0,노년,60대
26,26,26,26,26,여성,1985.0,3.0,2.0,,,1.0,37.0,중년,30대
27,27,27,27,27,남성,1992.0,5.0,2.0,220.0,286.0,1.0,30.0,중년,30대
28,28,28,28,28,남성,1952.0,1.0,2.0,310.0,783.0,1.0,70.0,노년,70대
29,29,29,29,29,여성,1961.0,3.0,1.0,,951.0,2.0,61.0,노년,60대
30,30,30,30,30,여성,1982.0,1.0,2.0,,531.0,1.0,40.0,중년,40대
31,31,31,31,31,남성,1984.0,1.0,2.0,,531.0,1.0,38.0,중년,30대
32,32,32,32,32,여성,2020.0,0.0,2.0,,,1.0,2.0,청년,NaN
33,33,33,33,33,남성,1971.0,5.0,2.0,350.0,873.0,7.0,51.0,중년,50대
34,34,34,34,34,여성,1945.0,2.0,1.0,,,7.0,77.0,노년,70대
35,35,35,35,35,남성,1943.0,2.0,1.0,,,1.0,79.0,노년,70대
36,36,36,36,36,남성,1972.0,1.0,1.0,,,1.0,50.0,중년,50대
37,37,37,37,37,여성,1974.0,1.0,1.0,655.0,111.0,1.0,48.0,중년,40대
38,38,38,38,38,여성,2006.0,0.0,1.0,,,1.0,16.0,청년,NaN
39,39,39,39,39,여성,2006.0,0.0,1.0,,,1.0,16.0,청년,NaN
40,40,40,40,40,여성,1954.0,3.0,2.0,272.0,421.0,1.0,68.0,노년,60대
41,41,41,41,41,여성,1941.0,2.0,1.0,,,1.0,81.0,노년,80대
42,42,42,42,42,남성,1972.0,1.0,2.0,387.0,313.0,1.0,50.0,중년,50대
43,43,43,43,43,여성,1973.0,1.0,2.0,417.0,313.0,1.0,49.0,중년,40대
44,44,44,44,44,남성,2004.0,0.0,2.0,,,1.0,18.0,청년,NaN
45,45,45,45,45,여성,1936.0,2.0,2.0,,,1.0,86.0,노년,80대
46,46,46,46,46,남성,1968.0,5.0,1.0,260.0,842.0,2.0,54.0,중년,50대
47,47,47,47,47,여성,1940.0,6.0,1.0,,,2.0,82.0,노년,80대
48,48,48,48,48,여성,1982.0,1.0,1.0,40.0,421.0,2.0,40.0,중년,40대
49,49,49,49,49,남성,1976.0,1.0,2.0,310.0,873.0,2.0,46.0,중년,40대
50,50,50,50,50,남성,2010.0,0.0,1.0,,,2.0,12.0,청년,NaN
51,51,51,51,51,여성,2012.0,0.0,1.0,,,2.0,10.0,청년,NaN
52,52,52,52,52,여성,1937.0,3.0,1.0,,,1.0,85.0,노년,80대
53,53,53,53,53,남성,1959.0,1.0,2.0,290.0,852.0,1.0,63.0,노년,60대
54,54,54,54,54,여성,1967.0,1.0,2.0,160.0,930.0,1.0,55.0,중년,50대
55,55,55,55,55,여성,1995.0,5.0,2.0,,,1.0,27.0,청년,20대
56,56,56,56,56,여성,1998.0,5.0,2.0,180.0,521.0,1.0,24.0,청년,20대
57,57,57,57,57,남성,1955.0,1.0,1.0,165.0,941.0,1.0,67.0,노년,60대
58,58,58,58,58,여성,1958.0,1.0,1.0,,,1.0,64.0,노년,60대
59,59,59,59,59,남성,1982.0,5.0,2.0,244.0,521.0,2.0,40.0,중년,40대
60,60,60,60,60,남성,1968.0,1.0,1.0,760.0,312.0,1.0,54.0,중년,50대
61,61,61,61,61,여성,1970.0,1.0,1.0,250.0,272.0,1.0,52.0,중년,50대
62,62,62,62,62,남성,1994.0,5.0,1.0,,,1.0,28.0,청년,20대
63,63,63,63,63,남성,1999.0,5.0,1.0,,,1.0,23.0,청년,20대
64,64,64,64,64,남성,1973.0,1.0,1.0,910.0,273.0,1.0,49.0,중년,40대
65,65,65,65,65,여성,1975.0,1.0,1.0,,,1.0,47.0,중년,40대
66,66,66,66,66,남성,2004.0,0.0,1.0,,,1.0,18.0,청년,NaN
67,67,67,67,67,여성,2007.0,0.0,1.0,,,1.0,15.0,청년,NaN
68,68,68,68,68,남성,1950.0,1.0,2.0,249.0,799.0,5.0,72.0,노년,70대
69,69,69,69,69,여성,1956.0,1.0,2.0,214.0,952.0,5.0,66.0,노년,60대
70,70,70,70,70,남성,1930.0,1.0,2.0,,,1.0,92.0,노년,NaN
71,71,71,71,71,여성,1938.0,1.0,2.0,,,1.0,84.0,노년,80대
72,72,72,72,72,여성,1962.0,2.0,1.0,,,1.0,60.0,노년,60대
73,73,73,73,73,여성,1991.0,1.0,1.0,220.0,422.0,1.0,31.0,중년,30대
74,74,74,74,74,여성,1959.0,2.0,1.0,,,1.0,63.0,노년,60대
75,75,75,75,75,여성,1989.0,5.0,1.0,220.0,285.0,1.0,33.0,중년,30대
76,76,76,76,76,여성,1995.0,5.0,1.0,220.0,311.0,1.0,27.0,청년,20대
77,77,77,77,77,여성,1997.0,5.0,1.0,90.0,521.0,1.0,25.0,청년,20대
78,78,78,78,78,여성,1982.0,5.0,2.0,281.0,930.0,5.0,40.0,중년,40대
79,79,79,79,79,여성,1985.0,5.0,2.0,281.0,441.0,5.0,37.0,중년,30대
80,80,80,80,80,여성,1957.0,4.0,2.0,25.0,999.0,5.0,65.0,노년,60대
81,81,81,81,81,남성,1975.0,1.0,2.0,386.0,761.0,5.0,47.0,중년,40대
82,82,82,82,82,남성,1947.0,1.0,1.0,,,1.0,75.0,노년,70대
83,83,83,83,83,여성,1956.0,1.0,1.0,,,1.0,66.0,노년,60대
84,84,84,84,84,남성,1980.0,1.0,1.0,667.0,235.0,1.0,42.0,중년,40대
85,85,85,85,85,여성,1984.0,1.0,1.0,850.0,246.0,1.0,38.0,중년,30대
86,86,86,86,86,남성,1954.0,1.0,1.0,,,1.0,68.0,노년,60대
87,87,87,87,87,여성,1960.0,1.0,1.0,,,1.0,62.0,노년,60대
88,88,88,88,88,남성,1978.0,5.0,1.0,530.0,312.0,1.0,44.0,중년,40대
89,89,89,89,89,여성,1983.0,5.0,1.0,,,1.0,39.0,중년,30대
90,90,90,90,90,남성,1981.0,5.0,1.0,300.0,442.0,1.0,41.0,중년,40대
91,91,91,91,91,여성,1946.0,2.0,2.0,,,2.0,76.0,노년,70대
92,92,92,92,92,남성,1965.0,1.0,1.0,,721.0,1.0,57.0,중년,50대
93,93,93,93,93,여성,1968.0,1.0,1.0,,721.0,1.0,54.0,중년,50대
94,94,94,94,94,여성,1998.0,5.0,2.0,130.0,521.0,1.0,24.0,청년,20대
95,95,95,95,95,여성,2001.0,5.0,2.0,,,1.0,21.0,청년,20대
96,96,96,96,96,남성,1958.0,1.0,1.0,300.0,149.0,1.0,64.0,노년,60대
97,97,97,97,97,여성,1959.0,1.0,1.0,,,1.0,63.0,노년,60대
98,98,98,98,98,남성,1988.0,5.0,2.0,,,1.0,34.0,중년,30대
99,99,99,99,99,남성,1960.0,1.0,2.0,250.0,710.0,1.0,62.0,노년,60대
100,100,100,100,100,여성,1960.0,1.0,2.0,,,1.0,62.0,노년,60대
101,101,101,101,101,여성,1989.0,5.0,2.0,180.0,521.0,1.0,33.0,중년,30대
102,102,102,102,102,남성,1987.0,1.0,1.0,310.0,863.0,2.0,35.0,중년,30대
103,103,103,103,103,여성,1986.0,1.0,1.0,180.0,314.0,2.0,36.0,중년,30대
104,104,104,104,104,남성,2013.0,0.0,1.0,,,2.0,9.0,청년,NaN
105,105,105,105,105,여성,2017.0,0.0,1.0,,,2.0,5.0,청년,NaN
106,106,106,106,106,남성,1961.0,3.0,2.0,,910.0,2.0,61.0,노년,60대
107,107,107,107,107,여성,1992.0,5.0,2.0,30.0,281.0,2.0,30.0,중년,30대
108,108,108,108,108,여성,1996.0,5.0,2.0,142.0,285.0,2.0,26.0,청년,20대
109,109,109,109,109,여성,1933.0,2.0,2.0,,,2.0,89.0,노년,80대
110,110,110,110,110,남성,1967.0,3.0,2.0,190.0,510.0,1.0,55.0,중년,50대
111,111,111,111,111,여성,1994.0,5.0,2.0,120.0,521.0,1.0,28.0,청년,20대
112,112,112,112,112,여성,1941.0,2.0,1.0,,,1.0,81.0,노년,80대
113,113,113,113,113,남성,1936.0,1.0,2.0,,,1.0,86.0,노년,80대
114,114,114,114,114,여성,1940.0,1.0,2.0,,,1.0,82.0,노년,80대
115,115,115,115,115,남성,1957.0,1.0,2.0,310.0,792.0,1.0,65.0,노년,60대
116,116,116,116,116,여성,1960.0,1.0,2.0,,,1.0,62.0,노년,60대
117,117,117,117,117,남성,1983.0,5.0,2.0,250.0,223.0,2.0,39.0,중년,30대
118,118,118,118,118,남성,1950.0,1.0,2.0,60.0,951.0,2.0,72.0,노년,70대
119,119,119,119,119,여성,1953.0,1.0,1.0,60.0,951.0,2.0,69.0,노년,60대
120,120,120,120,120,남성,1959.0,1.0,2.0,,875.0,1.0,63.0,노년,60대
121,121,121,121,121,여성,1961.0,1.0,2.0,,,1.0,61.0,노년,60대
122,122,122,122,122,여성,1990.0,5.0,2.0,273.0,312.0,1.0,32.0,중년,30대
123,123,123,123,123,남성,1954.0,1.0,2.0,250.0,862.0,1.0,68.0,노년,60대
124,124,124,124,124,여성,1955.0,1.0,2.0,20.0,941.0,1.0,67.0,노년,60대
125,125,125,125,125,여성,1981.0,3.0,2.0,542.0,312.0,1.0,41.0,중년,40대
126,126,126,126,126,여성,1989.0,1.0,2.0,285.0,246.0,1.0,33.0,중년,30대
127,127,127,127,127,남성,1971.0,1.0,2.0,,,1.0,51.0,중년,50대
128,128,128,128,128,여성,1977.0,1.0,2.0,,,1.0,45.0,중년,40대
129,129,129,129,129,여성,2000.0,5.0,2.0,130.0,247.0,1.0,22.0,청년,20대
130,130,130,130,130,남성,2002.0,5.0,2.0,,,1.0,20.0,청년,20대
131,131,131,131,131,남성,2004.0,0.0,2.0,,,1.0,18.0,청년,NaN
132,132,132,132,132,여성,2014.0,0.0,2.0,,,1.0,8.0,청년,NaN
133,133,133,133,133,여성,1939.0,2.0,1.0,,,1.0,83.0,노년,80대
134,134,134,134,134,여성,1954.0,2.0,1.0,72.0,941.0,1.0,68.0,노년,60대
135,135,135,135,135,남성,1978.0,1.0,2.0,505.0,311.0,2.0,44.0,중년,40대
136,136,136,136,136,여성,1982.0,1.0,1.0,,,2.0,40.0,중년,40대
137,137,137,137,137,여성,2014.0,0.0,2.0,,,2.0,8.0,청년,NaN
138,138,138,138,138,남성,2016.0,0.0,2.0,,,2.0,6.0,청년,NaN
139,139,139,139,139,남성,1942.0,1.0,1.0,,,1.0,80.0,노년,80대
140,140,140,140,140,여성,1949.0,1.0,1.0,,,1.0,73.0,노년,70대
141,141,141,141,141,남성,1995.0,5.0,1.0,175.0,952.0,1.0,27.0,청년,20대
142,142,142,142,142,여성,1980.0,1.0,2.0,,,1.0,42.0,중년,40대
143,143,143,143,143,남성,1980.0,1.0,2.0,520.0,222.0,1.0,42.0,중년,40대
144,144,144,144,144,여성,2016.0,0.0,2.0,,,1.0,6.0,청년,NaN
145,145,145,145,145,여성,1943.0,2.0,1.0,,,1.0,79.0,노년,70대
146,146,146,146,146,남성,1973.0,5.0,1.0,292.0,521.0,1.0,49.0,중년,40대
147,147,147,147,147,남성,1960.0,1.0,1.0,,,1.0,62.0,노년,60대
148,148,148,148,148,여성,1966.0,1.0,1.0,110.0,429.0,1.0,56.0,중년,50대
149,149,149,149,149,남성,1994.0,5.0,2.0,240.0,222.0,1.0,28.0,청년,20대
150,150,150,150,150,여성,1943.0,2.0,1.0,35.0,941.0,1.0,79.0,노년,70대
151,151,151,151,151,여성,1971.0,1.0,1.0,,259.0,1.0,51.0,중년,50대
152,152,152,152,152,여성,1998.0,5.0,2.0,200.0,259.0,1.0,24.0,청년,20대
153,153,153,153,153,여성,1999.0,5.0,2.0,30.0,442.0,1.0,23.0,청년,20대
154,154,154,154,154,남성,1958.0,1.0,1.0,208.0,721.0,1.0,64.0,노년,60대
155,155,155,155,155,여성,1958.0,1.0,1.0,90.0,421.0,1.0,64.0,노년,60대
156,156,156,156,156,남성,1966.0,1.0,1.0,414.0,862.0,1.0,56.0,중년,50대
157,157,157,157,157,여성,1968.0,1.0,1.0,189.0,399.0,1.0,54.0,중년,50대
158,158,158,158,158,남성,1959.0,1.0,1.0,220.0,741.0,1.0,63.0,노년,60대
159,159,159,159,159,여성,1959.0,1.0,1.0,180.0,441.0,1.0,63.0,노년,60대
160,160,160,160,160,남성,1960.0,1.0,2.0,267.0,941.0,1.0,62.0,노년,60대
161,161,161,161,161,여성,1960.0,1.0,1.0,140.0,421.0,1.0,62.0,노년,60대
162,162,162,162,162,남성,1988.0,5.0,2.0,292.0,510.0,1.0,34.0,중년,30대
163,163,163,163,163,여성,1960.0,1.0,1.0,,951.0,1.0,62.0,노년,60대
164,164,164,164,164,남성,1957.0,1.0,2.0,70.0,941.0,1.0,65.0,노년,60대
165,165,165,165,165,남성,1987.0,5.0,2.0,230.0,864.0,1.0,35.0,중년,30대
166,166,166,166,166,여성,1943.0,3.0,1.0,109.0,941.0,1.0,79.0,노년,70대
167,167,167,167,167,여성,1971.0,5.0,2.0,,,1.0,51.0,중년,50대
168,168,168,168,168,남성,1959.0,1.0,2.0,,873.0,1.0,63.0,노년,60대
169,169,169,169,169,여성,1965.0,1.0,2.0,,,1.0,57.0,중년,50대
170,170,170,170,170,남성,1987.0,5.0,2.0,185.0,910.0,1.0,35.0,중년,30대
171,171,171,171,171,여성,1988.0,5.0,2.0,253.0,313.0,1.0,34.0,중년,30대
172,172,172,172,172,남성,1938.0,3.0,2.0,,,1.0,84.0,노년,80대
173,173,173,173,173,여성,1939.0,2.0,2.0,,,1.0,83.0,노년,80대
174,174,174,174,174,남성,1964.0,5.0,2.0,248.0,751.0,1.0,58.0,중년,50대
175,175,175,175,175,남성,1969.0,1.0,2.0,293.0,312.0,1.0,53.0,중년,50대
176,176,176,176,176,여성,1977.0,1.0,2.0,218.0,314.0,1.0,45.0,중년,40대
177,177,177,177,177,여성,2006.0,0.0,2.0,,,1.0,16.0,청년,NaN
178,178,178,178,178,남성,2010.0,0.0,2.0,,,1.0,12.0,청년,NaN
179,179,179,179,179,여성,1971.0,1.0,2.0,383.0,312.0,2.0,51.0,중년,50대
180,180,180,180,180,남성,1966.0,1.0,1.0,196.0,251.0,2.0,56.0,중년,50대
181,181,181,181,181,남성,2012.0,0.0,2.0,,,2.0,10.0,청년,NaN
182,182,182,182,182,남성,1965.0,5.0,1.0,,,1.0,57.0,중년,50대
183,183,183,183,183,여성,1958.0,3.0,1.0,,521.0,1.0,64.0,노년,60대
184,184,184,184,184,남성,1987.0,5.0,2.0,271.0,312.0,1.0,35.0,중년,30대
185,185,185,185,185,여성,1942.0,2.0,1.0,27.0,941.0,1.0,80.0,노년,80대
186,186,186,186,186,남성,1925.0,1.0,2.0,,,1.0,97.0,노년,NaN
187,187,187,187,187,여성,1936.0,1.0,2.0,,,1.0,86.0,노년,80대
188,188,188,188,188,여성,1953.0,2.0,1.0,,,1.0,69.0,노년,60대
189,189,189,189,189,남성,1978.0,1.0,1.0,675.0,753.0,1.0,44.0,중년,40대
190,190,190,190,190,여성,1979.0,1.0,1.0,,,1.0,43.0,중년,40대
191,191,191,191,191,남성,2009.0,0.0,1.0,,,1.0,13.0,청년,NaN
192,192,192,192,192,남성,2011.0,0.0,1.0,,,1.0,11.0,청년,NaN
193,193,193,193,193,남성,1979.0,1.0,2.0,775.0,312.0,2.0,43.0,중년,40대
194,194,194,194,194,여성,1983.0,1.0,2.0,,,2.0,39.0,중년,30대
195,195,195,195,195,여성,1946.0,3.0,1.0,,,1.0,76.0,노년,70대
196,196,196,196,196,남성,1957.0,5.0,2.0,,,1.0,65.0,노년,60대
197,197,197,197,197,여성,1934.0,2.0,1.0,27.0,941.0,1.0,88.0,노년,80대
198,198,198,198,198,여성,1958.0,3.0,1.0,150.0,951.0,1.0,64.0,노년,60대
199,199,199,199,199,여성,1983.0,1.0,1.0,1000.0,320.0,1.0,39.0,중년,30대
200,200,200,200,200,남성,1975.0,1.0,1.0,492.0,311.0,1.0,47.0,중년,40대
201,201,201,201,201,남성,2014.0,0.0,1.0,,,1.0,8.0,청년,NaN
202,202,202,202,202,여성,2015.0,0.0,1.0,,,1.0,7.0,청년,NaN
203,203,203,203,203,남성,1984.0,1.0,2.0,590.0,761.0,2.0,38.0,중년,30대
204,204,204,204,204,여성,1984.0,1.0,2.0,,,2.0,38.0,중년,30대
205,205,205,205,205,여성,2013.0,0.0,2.0,,,2.0,9.0,청년,NaN
206,206,206,206,206,남성,2019.0,0.0,2.0,,,2.0,3.0,청년,NaN
207,207,207,207,207,남성,1945.0,3.0,1.0,,,2.0,77.0,노년,70대
208,208,208,208,208,여성,1982.0,5.0,1.0,,532.0,2.0,40.0,중년,40대
209,209,209,209,209,여성,1957.0,2.0,1.0,,951.0,1.0,65.0,노년,60대
210,210,210,210,210,남성,1982.0,5.0,1.0,298.0,412.0,1.0,40.0,중년,40대
211,211,211,211,211,여성,1979.0,1.0,2.0,190.0,320.0,1.0,43.0,중년,40대
212,212,212,212,212,남성,1975.0,1.0,2.0,605.0,231.0,1.0,47.0,중년,40대
213,213,213,213,213,남성,2012.0,0.0,2.0,,,1.0,10.0,청년,NaN
214,214,214,214,214,남성,2015.0,0.0,2.0,,,1.0,7.0,청년,NaN
215,215,215,215,215,남성,1932.0,1.0,1.0,,,1.0,90.0,노년,NaN
216,216,216,216,216,여성,1940.0,1.0,1.0,,,1.0,82.0,노년,80대
217,217,217,217,217,남성,1959.0,1.0,1.0,787.0,274.0,2.0,63.0,노년,60대
218,218,218,218,218,여성,1964.0,1.0,1.0,,,2.0,58.0,중년,50대
219,219,219,219,219,여성,1990.0,3.0,1.0,262.0,243.0,2.0,32.0,중년,30대
220,220,220,220,220,여성,1989.0,1.0,2.0,250.0,254.0,1.0,33.0,중년,30대
221,221,221,221,221,남성,1987.0,1.0,2.0,300.0,510.0,1.0,35.0,중년,30대
222,222,222,222,222,남성,1952.0,3.0,1.0,,,1.0,70.0,노년,70대
223,223,223,223,223,남성,1952.0,1.0,1.0,,,1.0,70.0,노년,70대
224,224,224,224,224,여성,1950.0,1.0,1.0,,,1.0,72.0,노년,70대
225,225,225,225,225,여성,1980.0,5.0,1.0,,,1.0,42.0,중년,40대
226,226,226,226,226,남성,1967.0,1.0,2.0,,873.0,1.0,55.0,중년,50대
227,227,227,227,227,여성,1968.0,1.0,2.0,,422.0,1.0,54.0,중년,50대
228,228,228,228,228,여성,1995.0,5.0,2.0,292.0,521.0,1.0,27.0,청년,20대
229,229,229,229,229,남성,2000.0,5.0,2.0,180.0,521.0,1.0,22.0,청년,20대
230,230,230,230,230,남성,1973.0,1.0,2.0,,531.0,1.0,49.0,중년,40대
231,231,231,231,231,여성,1976.0,1.0,2.0,260.0,953.0,1.0,46.0,중년,40대
232,232,232,232,232,남성,2006.0,0.0,2.0,,,1.0,16.0,청년,NaN
233,233,233,233,233,남성,1973.0,1.0,2.0,618.0,762.0,1.0,49.0,중년,40대
234,234,234,234,234,여성,1973.0,1.0,2.0,250.0,521.0,1.0,49.0,중년,40대
235,235,235,235,235,여성,2000.0,5.0,2.0,90.0,399.0,1.0,22.0,청년,20대
236,236,236,236,236,남성,2002.0,5.0,2.0,230.0,412.0,1.0,20.0,청년,20대
237,237,237,237,237,남성,1964.0,1.0,2.0,250.0,330.0,1.0,58.0,중년,50대
238,238,238,238,238,여성,1962.0,1.0,1.0,,,1.0,60.0,노년,60대
239,239,239,239,239,남성,1947.0,1.0,1.0,,,1.0,75.0,노년,70대
240,240,240,240,240,여성,1958.0,1.0,1.0,,422.0,1.0,64.0,노년,60대
241,241,241,241,241,남성,1976.0,1.0,1.0,,941.0,2.0,46.0,중년,40대
242,242,242,242,242,여성,1981.0,1.0,1.0,125.0,254.0,2.0,41.0,중년,40대
243,243,243,243,243,남성,2008.0,0.0,1.0,,,2.0,14.0,청년,NaN
244,244,244,244,244,여성,1951.0,2.0,1.0,,,1.0,71.0,노년,70대
245,245,245,245,245,여성,1933.0,2.0,2.0,,,1.0,89.0,노년,80대
246,246,246,246,246,남성,1958.0,1.0,1.0,,873.0,1.0,64.0,노년,60대
247,247,247,247,247,여성,1962.0,1.0,1.0,,,1.0,60.0,노년,60대
248,248,248,248,248,남성,1988.0,5.0,1.0,333.0,245.0,1.0,34.0,중년,30대
249,249,249,249,249,남성,1977.0,1.0,2.0,,442.0,7.0,45.0,중년,40대
250,250,250,250,250,여성,1977.0,1.0,2.0,,952.0,7.0,45.0,중년,40대
251,251,251,251,251,여성,2007.0,0.0,2.0,,,7.0,15.0,청년,NaN
252,252,252,252,252,여성,2009.0,0.0,2.0,,,7.0,13.0,청년,NaN
253,253,253,253,253,남성,2011.0,0.0,2.0,,,7.0,11.0,청년,NaN
254,254,254,254,254,남성,1979.0,1.0,2.0,330.0,222.0,2.0,43.0,중년,40대
255,255,255,255,255,여성,1979.0,1.0,2.0,268.0,313.0,2.0,43.0,중년,40대
256,256,256,256,256,남성,2007.0,0.0,2.0,,,2.0,15.0,청년,NaN
257,257,257,257,257,여성,2013.0,0.0,2.0,,,2.0,9.0,청년,NaN
258,258,258,258,258,여성,1946.0,2.0,2.0,,,2.0,76.0,노년,70대
259,259,259,259,259,남성,1944.0,1.0,1.0,,873.0,1.0,78.0,노년,70대
260,260,260,260,260,여성,1952.0,1.0,1.0,60.0,941.0,1.0,70.0,노년,70대
261,261,261,261,261,남성,1972.0,5.0,1.0,50.0,510.0,1.0,50.0,중년,50대
262,262,262,262,262,남성,1944.0,1.0,1.0,,611.0,2.0,78.0,노년,70대
263,263,263,263,263,여성,1952.0,1.0,1.0,,,2.0,70.0,노년,70대
264,264,264,264,264,남성,1946.0,1.0,1.0,,,1.0,76.0,노년,70대
265,265,265,265,265,여성,1948.0,1.0,1.0,27.0,941.0,1.0,74.0,노년,70대
266,266,266,266,266,여성,1936.0,2.0,2.0,,,1.0,86.0,노년,80대
267,267,267,267,267,여성,1942.0,2.0,2.0,,,1.0,80.0,노년,80대
268,268,268,268,268,남성,1977.0,1.0,1.0,600.0,510.0,2.0,45.0,중년,40대
269,269,269,269,269,여성,1979.0,1.0,1.0,200.0,312.0,2.0,43.0,중년,40대
270,270,270,270,270,남성,2006.0,0.0,1.0,,,2.0,16.0,청년,NaN
271,271,271,271,271,여성,2008.0,0.0,1.0,,,2.0,14.0,청년,NaN
272,272,272,272,272,여성,1930.0,2.0,2.0,,,1.0,92.0,노년,NaN
273,273,273,273,273,남성,1965.0,1.0,2.0,,762.0,1.0,57.0,중년,50대
274,274,274,274,274,여성,1970.0,1.0,2.0,,,1.0,52.0,중년,50대
275,275,275,275,275,여성,1995.0,5.0,2.0,213.0,422.0,1.0,27.0,청년,20대
276,276,276,276,276,여성,2001.0,5.0,2.0,,521.0,1.0,21.0,청년,20대
277,277,277,277,277,여성,1940.0,2.0,1.0,,,1.0,82.0,노년,80대
278,278,278,278,278,여성,1943.0,2.0,1.0,27.0,941.0,1.0,79.0,노년,70대
279,279,279,279,279,남성,1938.0,1.0,1.0,,,1.0,84.0,노년,80대
280,280,280,280,280,여성,1946.0,1.0,1.0,,,1.0,76.0,노년,70대
281,281,281,281,281,남성,1954.0,1.0,2.0,,873.0,1.0,68.0,노년,60대
282,282,282,282,282,여성,1958.0,1.0,2.0,,,1.0,64.0,노년,60대
283,283,283,283,283,남성,1984.0,5.0,2.0,266.0,921.0,1.0,38.0,중년,30대
284,284,284,284,284,여성,1937.0,2.0,2.0,27.0,941.0,1.0,85.0,노년,80대
285,285,285,285,285,여성,1962.0,2.0,1.0,179.0,941.0,1.0,60.0,노년,60대
286,286,286,286,286,여성,1941.0,2.0,1.0,108.0,951.0,1.0,81.0,노년,80대
287,287,287,287,287,남성,1968.0,5.0,1.0,135.0,999.0,1.0,54.0,중년,50대
288,288,288,288,288,여성,1953.0,2.0,2.0,80.0,951.0,1.0,69.0,노년,60대
289,289,289,289,289,남성,1974.0,1.0,2.0,851.0,222.0,1.0,48.0,중년,40대
290,290,290,290,290,여성,1979.0,1.0,1.0,424.0,313.0,1.0,43.0,중년,40대
291,291,291,291,291,여성,2007.0,0.0,2.0,,,1.0,15.0,청년,NaN
292,292,292,292,292,여성,1954.0,2.0,1.0,,,7.0,68.0,노년,60대
293,293,293,293,293,남성,1944.0,1.0,1.0,,,1.0,78.0,노년,70대
294,294,294,294,294,여성,1944.0,1.0,1.0,,,1.0,78.0,노년,70대
295,295,295,295,295,남성,1952.0,1.0,2.0,196.0,153.0,1.0,70.0,노년,70대
296,296,296,296,296,여성,1956.0,1.0,2.0,,,1.0,66.0,노년,60대
297,297,297,297,297,여성,1948.0,2.0,2.0,,532.0,1.0,74.0,노년,70대
298,298,298,298,298,여성,1942.0,2.0,1.0,,,1.0,80.0,노년,80대
299,299,299,299,299,여성,1965.0,1.0,2.0,,,1.0,57.0,중년,50대
300,300,300,300,300,여성,1994.0,5.0,2.0,270.0,313.0,1.0,28.0,청년,20대
301,301,301,301,301,남성,1959.0,1.0,2.0,427.0,873.0,1.0,63.0,노년,60대
302,302,302,302,302,여성,1989.0,1.0,2.0,250.0,312.0,1.0,33.0,중년,30대
303,303,303,303,303,남성,1984.0,1.0,2.0,640.0,273.0,1.0,38.0,중년,30대
304,304,304,304,304,여성,1941.0,1.0,1.0,,,1.0,81.0,노년,80대
305,305,305,305,305,남성,1940.0,1.0,1.0,,,1.0,82.0,노년,80대
306,306,306,306,306,남성,1932.0,1.0,2.0,,,1.0,90.0,노년,NaN
307,307,307,307,307,여성,1936.0,1.0,2.0,,,1.0,86.0,노년,80대
